ID,Control,Highest degree offered,Total enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile),Endowment assets ($),Receiving financial aid (%),Admission rate (%)
C0964,Public,Doctoral degree,,31,51,54,19,24,440,560,440,570,450,580,9758,96,72
C0965,Private,Doctoral degree,,52,57,58,21,27,470,600,490,610,440,580,17716,100,76
C0966,Private,Doctoral degree,,65,78,80,29,33,600,720,670,760,620,710,186652,88,42
C0967,Private,Doctoral degree,,61,72,73,24,29,540,640,540,640,520,630,6903,97,74
C0968,Public,Master's degree,,10,20,25,15,19,370,470,360,450,,,1196,91,33
C0969,Public,Doctoral degree,,25,58,63,22,28,490,620,510,640,490,600,34212,83,73
C0970,Private,Master's degree,,16,31,33,17,23,400,490,360,490,380,470,1149,61,97
C0971,Public,Doctoral degree,,8,23,32,19,25,450,570,460,580,,,507,92,63
C0972,Private,Doctoral degree,,60,76,77,24,29,490,600,530,630,500,590,41246,98,53
C0973,Private,Master's degree,,38,45,46,18,23,380,530,410,550,,,13467,100,72
C0974,Private,Bachelor's degree,,78,81,81,27,31,590,660,600,670,,,305000,100,46
C0975,Private,Doctoral degree,,44,54,56,21,26,480,570,480,580,470,560,7346,100,68
C0976,Private,Master's degree,,35,48,51,,,,,,,,,27948,100,
C0977,Private,Master's degree,,57,65,65,19,25,430,600,450,580,430,560,49493,100,57
C0978,Private,Master's degree,,65,74,75,22,27,490,590,500,600,480,600,51044,100,83
C0979,Public,Bachelor's degree,,11,27,32,,,,,,,,,,88,
C0980,Public,Doctoral degree,,28,46,52,20,25,470,570,470,570,450,560,3768,91,83
C0981,Private,Bachelor's degree,,86,89,89,28,32,630,720,600,690,630,730,106676,64,38
C0982,Private,Master's degree,,28,43,45,19,23,430,520,440,540,405,515,27395,100,56
C0983,Private,Master's degree,,7,24,32,,,,,,,,,5695,98,69
C0984,Private,Master's degree,,46,58,59,19,26,460,558,463,578,,,7391,100,72
C0985,Private,Master's degree,,44,52,55,21,27,,,500,630,440,660,40982,99,64
C0986,Public,Doctoral degree,,68,79,81,25,30,540,650,580,680,,,32353,77,67
C0987,Private,Master's degree,,53,62,63,20,25,440,540,540,580,,,60126,95,71
C0988,Private,Master's degree,,49,59,60,20,26,480,620,470,580,,,7108,100,63
C0989,Private,Doctoral degree,,39,57,57,19,24,400,520,380,550,,,15917,100,88
C0990,Private,Master's degree,,29,45,48,18,24,400,520,420,540,380,500,31533,100,76
C0991,Private,Master's degree,,18,36,39,18,22,398,500,418,520,,,4022,100,90
C0992,Private,Master's degree,,76,88,89,28,32,650,740,620,715,645,730,261456,88,30
C0993,Private,Master's degree,,29,40,41,20,24,440,540,480,580,430,520,11865,100,49
C0994,Private,Doctoral degree,,53,66,69,23,29,490,620,530,650,500,620,44521,99,68
C0995,Public,Master's degree,,20,32,37,,,,,,,,,4775,94,
C0996,Public,Master's degree,,20,39,42,,,,,,,,,1846,87,
C0997,Public,Master's degree,,21,40,45,,,,,,,,,4479,92,
C0998,Public,Master's degree,,19,39,43,,,,,,,,,1621,100,
C0999,Public,Doctoral degree,,59,81,83,27,31,540,660,610,720,550,660,52745,83,56
C1000,Public,Doctoral degree,,48,64,66,22,26,480,600,490,600,470,580,16736,79,73
C1001,Private,Bachelor's degree,,54,62,63,22,27,490,620,500,630,490,610,102736,99,75
C1002,Private,Doctoral degree,,2,53,59,21,26,490,590,490,585,470,570,28859,100,74
C1003,Private,Master's degree,,23,29,32,,,,,,,,,10676,94,
C1004,Public,Master's degree,,13,22,24,,,,,,,,,3661,96,
C1005,Private,Master's degree,,61,69,71,23,28,540,650,510,620,,,17992,97,76
C1006,Private,Master's degree,,34,38,43,18,23,440,523,420,540,,,1541,98,39
C1007,Public,Doctoral degree,,23,42,46,19,25,450,570,460,600,430,560,2657,96,91
C1008,Private,Doctoral degree,,25,31,31,,,,,,,,,543,90,
C1009,Private,Master's degree,,24,30,30,,,,,,,,,2960,81,
C1010,Private,Doctoral degree,,28,47,50,19,24,430,630,480,580,440,600,17022,100,58
C1011,Private,Doctoral degree,,44,55,55,20,25,440,570,480,580,,,6031,100,77
C1012,Private,Master's degree,,39,55,67,,,,,,,,,20831,100,58
C1013,Private,Master's degree,,33,38,38,19,24,420,550,430,570,,,25792,100,46
C1014,Private,Master's degree,,59,62,63,23,25,520,620,520,620,,,46513,99,89
C1015,Private,Bachelor's degree,,70,74,75,25,30,550,670,550,660,560,650,122323,99,56
C1016,Public,Doctoral degree,,19,36,41,,,,,,,,,7190,88,
C1017,Private,Doctoral degree,,66,74,76,23,27,500,600,510,610,490,590,21298,100,70
C1018,Public,Doctoral degree,,9,25,33,,,,,,,,,18487,96,
C1019,Private,Bachelor's degree,,0,2,3,15,19,350,485,385,510,,,7354,88,72
C1020,Private,Master's degree,,50,57,57,18,24,410,520,430,560,400,500,4484,100,49
C1021,Private,Master's degree,,33,46,47,,,,,,,,,11081,100,
C1022,Public,Master's degree,,8,17,20,,,,,,,,,3381,88,
C1023,Public,Master's degree,,10,28,36,20,24,,,,,,,2077,76,84
C1024,Public,Master's degree,,17,30,34,18,23,370,530,430,560,,,966,85,98
C1025,Public,Doctoral degree,,16,26,31,,,,,,,,,19868,94,
C1026,Public,Doctoral degree,,12,25,30,18,23,,,,,,,1715,94,73
C1027,Public,Master's degree,,13,28,31,17,22,,,,,,,7921,96,60
C1028,Private,Master's degree,,28,46,49,22,28,460,620,450,610,440,570,27015,99,63
C1029,Public,Bachelor's degree,,16,29,30,16,21,,,,,,,2929,92,48
C1030,Public,Doctoral degree,,33,55,60,22,28,490,600,520,620,,,17463,87,76
C1031,Private,Master's degree,,47,54,55,21,27,460,600,470,600,,,55848,99,56
C1032,Private,Doctoral degree,,49,59,61,23,29,490,620,500,610,480,620,28164,96,72
C1033,Public,Doctoral degree,,35,59,66,23,29,500,630,530,650,,,36571,74,80
C1034,Private,Doctoral degree,,41,51,53,20,25,460,570,450,560,,,12590,98,44
C1035,Public,Bachelor's degree,,9,14,18,17,23,,,,,,,2534,88,54
C1036,Private,Master's degree,,15,23,23,,,,,,,,,19940,95,95
C1037,Public,Bachelor's degree,,27,37,39,18,24,475,545,430,530,,,10978,95,62
C1038,Public,Master's degree,,13,26,31,18,22,,,,,,,5805,96,80
C1039,Private,Master's degree,,35,47,53,17,23,420,575,440,605,410,570,2447,93,88
C1040,Public,Doctoral degree,,14,23,30,18,24,,,,,,,4132,95,90
C1041,Private,Doctoral degree,,51,67,69,25,32,560,710,570,690,,,216498,88,41
C1042,Private,Doctoral degree,,36,53,55,18,24,440,550,450,550,,,1806,99,56
C1043,Public,Master's degree,,15,21,23,,,410,530,410,520,410,500,2927,94,67
C1044,Private,Doctoral degree,,52,61,62,20,26,470,600,470,600,460,590,5850,99,75
C1045,Private,Doctoral degree,,67,74,75,26,31,600,700,580,670,580,690,58571,90,63
C1046,Private,Bachelor's degree,,59,66,68,21,26,480,600,500,600,470,570,40655,99,92
C1047,Private,Master's degree,,0,21,21,,,,,,,,,15876,100,39
C1048,Private,Master's degree,,42,42,44,18,23,450,535,435,530,430,540,17349,100,70
C1049,Public,Master's degree,,18,38,43,20,25,440,550,460,580,420,530,6769,89,71
C1050,Public,Doctoral degree,,30,55,61,21,27,480,600,490,630,,,19689,86,79
C1051,Public,Doctoral degree,,44,62,67,22,27,490,600,500,620,,,24288,68,74
C1052,Private,Doctoral degree,,52,60,62,21,27,490,600,500,610,,,17445,99,86
C1053,Public,Doctoral degree,,18,32,42,,,460,590,460,580,,,3352,76,61
C1054,Private,Doctoral degree,,70,75,75,,,550,650,540,650,,,29069,97,67
C1055,Private,Master's degree,,70,80,82,28,33,660,750,620,720,638,720,328925,53,49
C1056,Public,Master's degree,,18,33,37,,,450,570,460,560,430,540,5298,85,73
C1057,Private,Master's degree,,23,32,32,,,,,,,,,8860,93,53
C1058,Private,Doctoral degree,,46,52,53,20,26,480,590,470,590,450,568,2058,100,32
C1059,Private,Doctoral degree,,71,77,79,24,29,540,660,540,650,535,640,75786,98,58
C1060,Public,Master's degree,,20,40,44,,,410,530,420,540,,,2245,88,88
C1061,Private,Master's degree,,6,6,49,20,25,460,580,460,550,420,530,207241,100,52
C1062,Private,Master's degree,,48,53,54,20,25,460,560,470,570,,,24918,99,62
C1063,Private,Bachelor's degree,,74,78,79,23,29,530,640,540,650,520,630,78877,100,65
C1064,Private,Doctoral degree,,63,70,70,22,26,470,590,460,600,,,19292,99,76
C1065,Private,Doctoral degree,,35,49,51,18,22,440,530,450,540,440,530,8359,100,78
C1066,Private,Doctoral degree,,53,58,61,22,27,500,600,500,578,490,590,15951,100,60
C1067,Public,Doctoral degree,,42,60,62,19,23,440,530,460,550,430,530,2402,84,89
C1068,Private,Doctoral degree,,81,84,84,27,32,600,710,610,760,620,720,458469,79,40
C1069,Private,Master's degree,,87,91,91,27,32,580,680,620,720,600,690,180935,55,30
C1070,Private,Master's degree,,39,45,46,17,23,390,500,390,500,380,500,16867,99,74
C1071,Public,Master's degree,,31,50,53,17,21,440,530,440,540,410,510,2302,89,93
C1072,Private,Doctoral degree,,47,60,62,17,23,435,525,420,510,420,520,9251,100,95
C1073,Private,Doctoral degree,,74,85,88,30,34,640,740,700,790,650,750,75155,70,25
C1074,Private,Master's degree,,50,56,60,17,24,430,520,410,530,410,510,16877,100,59
C1075,Private,Doctoral degree,,44,49,50,,,,,,,,,29301,100,61
C1076,Private,Doctoral degree,,27,36,42,19,23,430,540,420,520,420,520,3776,98,58
C1077,Public,Master's degree,,9,20,25,,,,,,,,,1193,96,
C1078,Public,Master's degree,,33,51,54,,,400,510,400,520,380,500,3974,91,93
C1079,Private,Master's degree,,47,55,57,19,25,430,563,450,560,420,540,15150,100,68
C1080,Private,Bachelor's degree,,83,85,86,27,31,590,675,600,690,590,680,142411,72,44
C1081,Private,Doctoral degree,,28,65,70,24,30,510,630,560,680,520,630,23977,94,81
C1082,Private,Doctoral degree,,66,74,76,22,27,510,600,520,610,500,600,21257,100,74
C1083,Public,Master's degree,,36,54,56,18,22,430,480,450,530,,,2435,83,78
C1084,Private,Doctoral degree,,49,54,55,18,24,480,570,470,570,470,560,6938,100,64
C1085,Public,Master's degree,,23,41,46,17,22,410,520,410,520,400,500,2675,91,87
C1086,Private,Master's degree,,71,76,77,21,28,490,610,510,620,,,28884,99,70
C1087,Private,Bachelor's degree,,84,87,87,,,,,,,,,118460,61,39
C1088,Private,Doctoral degree,,48,62,64,20,26,460,560,470,590,,,12180,100,80
C1089,Private,Master's degree,,59,66,67,20,26,470,590,480,600,450,570,17873,100,68
C1090,Private,Bachelor's degree,,80,84,84,27,29,600,690,600,680,,,94361,74,42
C1091,Private,Doctoral degree,,,,,,,,,,,,,3868,,
C1092,Private,Master's degree,,50,63,63,16,22,430,520,420,530,420,520,8400,100,66
C1093,Private,Bachelor's degree,,91,93,93,30,33,660,750,650,740,660,750,345178,57,23
C1094,Private,Doctoral degree,,38,52,54,16,22,420,510,430,510,410,510,5620,100,76
C1095,Private,Doctoral degree,,39,45,48,18,21,420,530,420,520,430,530,4218,100,80
C1096,Public,Doctoral degree,,31,47,51,17,22,440,530,450,540,430,520,2713,88,90
C1097,Private,Master's degree,,72,75,75,,,,,,,,,60069,100,74
C1098,Private,Bachelor's degree,,26,35,39,17,21,400,500,400,500,390,490,4096,98,72
C1099,Private,Master's degree,,61,65,66,,,,,,,,,25137,100,72
C1100,Public,Master's degree,,34,51,55,18,22,430,520,440,530,420,510,2066,87,82
C1101,Private,Master's degree,,33,43,45,17,24,400,520,400,520,380,470,3583,91,56
C1102,Private,Doctoral degree,,55,64,65,19,25,440,550,440,550,,,14979,99,80
C1103,Private,Bachelor's degree,,85,88,88,27,31,570,670,610,700,580,690,292362,63,34
C1104,Private,Doctoral degree,,68,73,73,22,27,490,600,510,620,,,25904,100,67
C1105,Private,Doctoral degree,,73,84,86,28,32,580,670,640,740,,,168081,68,31
C1106,Public,Master's degree,,23,37,40,15,20,380,470,390,470,370,460,14250,99,61
C1107,Public,Master's degree,,28,45,48,17,23,410,510,430,520,410,500,1904,91,88
C1108,Private,Bachelor's degree,,54,60,64,21,26,460,570,470,580,450,550,118787,100,72
C1109,Public,Master's degree,,35,48,51,19,23,420,530,430,540,400,500,279,94,92
C1110,Private,Doctoral degree,,54,64,65,,,470,570,480,580,460,570,13657,100,71
C1111,Private,Doctoral degree,,54,59,60,21,26,470,580,470,580,460,560,9306,100,75
C1112,Private,Master's degree,,71,75,76,23,29,520,620,510,640,500,620,40027,100,66
C1113,Public,Master's degree,,37,58,61,19,24,460,550,460,560,440,540,3347,86,72
C1114,Private,Doctoral degree,,64,68,69,20,26,470,560,500,580,,,11268,100,65
C1115,Private,Master's degree,,70,73,74,,,,,,,,,55153,99,80
C1116,Private,Master's degree,,18,27,29,18,22,400,490,410,510,385,490,14856,100,69
C1117,Private,Bachelor's degree,,81,85,86,25,31,570,670,570,670,570,670,70771,91,46
C1118,Private,Doctoral degree,,29,46,50,16,20,390,470,380,480,380,470,8706,100,55
C1119,Public,Master's degree,,46,66,69,19,25,460,560,490,600,440,540,9991,83,84
C1120,Public,Master's degree,,,,,,,,,,,,,18735,,
C1121,Public,Master's degree,,34,51,55,16,27,430,550,430,570,410,520,10806,93,74
C1122,Public,Bachelor's degree,,14,28,31,15,22,400,480,390,510,380,480,10666,99,69
C1123,Public,Bachelor's degree,,30,44,50,19,23,430,550,440,570,410,500,9223,94,82
C1124,Public,Bachelor's degree,,22,45,48,19,22,420,520,410,530,410,500,10289,93,82
C1125,Public,Bachelor's degree,,36,51,56,19,28,430,550,450,570,420,530,8406,84,85
C1126,Public,Bachelor's degree,,48,67,71,19,23,440,530,450,560,430,530,8421,83,85
C1127,Public,Bachelor's degree,,25,40,45,16,24,420,530,420,540,390,500,9846,92,87
C1128,Public,Bachelor's degree,,35,54,56,19,25,430,530,440,570,410,520,8347,81,83
C1129,Public,Doctoral degree,,39,56,61,22,24,440,550,460,600,430,540,11149,75,80
C1130,Public,Bachelor's degree,,17,39,44,17,23,420,520,440,560,410,530,7966,89,79
C1131,Public,Bachelor's degree,,33,50,54,20,22,420,520,410,550,390,505,11985,95,88
C1132,Public,Bachelor's degree,,21,37,43,18,21,410,520,400,550,390,500,9244,94,89
C1133,Public,Bachelor's degree,,30,50,53,20,24,410,520,420,540,400,500,9377,94,86
C1134,Public,Doctoral degree,,65,83,85,25,29,530,630,560,670,540,640,32655,68,54
C1135,Public,Master's degree,,24,40,47,18,24,410,520,420,560,390,500,11209,92,80
C1136,Public,Bachelor's degree,,33,51,56,20,23,410,530,420,555,390,510,9600,95,83
C1137,Public,Bachelor's degree,,26,44,48,18,24,390,510,430,550,390,510,7075,86,78
C1138,Public,Bachelor's degree,,24,40,45,18,21,360,485,360,490,360,470,10441,93,81
C1139,Public,Master's degree,,27,46,50,21,25,410,540,440,570,415,520,10390,81,84
C1140,Private,Master's degree,,,,,,,,,,,,,164,87,
C1141,Private,Doctoral degree,,88,94,96,30,34,670,760,690,780,690,780,357306,62,12
C1142,Private,Doctoral degree,,45,58,58,21,25,480,570,480,590,470,570,6773,98,64
C1143,Private,Master's degree,,24,63,68,18,26,443,588,430,550,,,9227,100,51
C1144,Public,Bachelor's degree,,33,51,54,19,23,420,530,440,550,410,520,144,97,85
C1145,Public,Bachelor's degree,,33,50,53,20,24,460,540,470,560,440,530,2585,91,93
C1146,Public,Bachelor's degree,,32,51,55,20,24,450,550,470,570,440,540,11349,91,90
C1147,Public,Doctoral degree,,64,79,80,26,30,570,660,600,680,560,660,100631,76,56
C1148,Private,Master's degree,,42,49,50,19,25,450,560,420,540,440,550,8916,99,74
C1149,Private,Doctoral degree,,41,54,56,21,24,460,550,480,590,450,550,5875,100,81
C1150,Private,Master's degree,,46,46,46,19,23,410,530,390,510,,,16442,100,58
C1151,Private,Doctoral degree,,57,70,71,20,25,460,510,470,590,460,560,14432,98,76
C1152,Private,Doctoral degree,,70,78,79,22,26,510,590,510,610,510,600,29618,97,79
C1153,Private,Doctoral degree,,64,70,70,20,25,450,570,460,580,455,570,41919,100,69
C1154,Private,Doctoral degree,,75,81,82,22,27,510,600,520,610,,,25724,95,75
C1155,Private,Master's degree,,45,60,61,19,26,450,570,450,580,440,570,15171,100,65
C1156,Public,Master's degree,,37,53,55,18,22,440,530,450,550,430,520,4440,87,83
C1157,Public,Doctoral degree,,40,60,63,19,23,450,540,470,550,440,530,2334,89,67
C1158,Private,Bachelor's degree,,71,74,75,23,27,510,620,510,610,490,610,53589,98,72
C1159,Private,Bachelor's degree,,89,93,93,31,34,680,760,670,770,680,770,1034611,59,14
C1160,Public,Doctoral degree,,39,61,66,22,27,500,610,510,620,500,610,9745,89,64
C1161,Private,Bachelor's degree,,27,34,34,18,23,430,520,440,540,,,26599,92,66
C1162,Private,Bachelor's degree,,75,79,79,24,30,520,640,540,640,530,640,77155,100,66
C1163,Private,Master's degree,,31,42,44,19,25,470,510,420,530,,,2865,98,66
C1164,Private,Doctoral degree,,86,90,90,29,31,590,690,620,710,600,690,42422,66,49
C1165,Private,Bachelor's degree,,73,76,77,,,,,,,,,85834,100,40
C1166,Private,Doctoral degree,,45,53,54,20,25,450,560,440,550,,,25526,96,75
C1167,Public,Master's degree,,44,65,69,,,500,590,520,600,490,590,1756,79,52
C1168,Private,Master's degree,,63,76,77,20,25,460,580,460,570,445,560,64784,100,73
C1169,Private,Doctoral degree,,40,54,56,,,450,550,470,580,,,14327,99,67
C1170,Private,Doctoral degree,,47,56,58,,,470,570,480,600,450,560,9646,96,76
C1171,Private,Master's degree,,44,54,56,19,24,440,570,420,550,430,560,127590,95,53
C1172,Private,Doctoral degree,,37,54,57,20,25,470,560,480,578,450,550,13243,98,74
C1173,Private,Doctoral degree,,84,93,95,29,34,660,760,670,780,670,770,303300,64,9
C1174,Private,Master's degree,,78,81,82,23,27,510,590,540,630,500,590,44633,89,77
C1175,Private,Doctoral degree,,43,52,54,,,,,,,,,13776,99,76
C1176,Private,Master's degree,,,,,,,,,,,,,46293,91,
C1177,Private,Master's degree,,83,85,85,23,28,520,620,530,640,530,640,44556,81,60
C1178,Public,Doctoral degree,,15,34,43,17,22,410,520,410,520,410,520,2236,86,69
C1179,Public,Doctoral degree,,41,56,63,22,26,480,580,490,590,480,580,8281,91,79
C1180,Private,Master's degree,,50,58,63,,,,,,,,,14636,91,81
C1181,Private,Doctoral degree,,61,64,64,23,26,510,590,510,600,505,600,21272,92,67
C1182,Private,Bachelor's degree,,11,20,23,,,,,,,,,459,93,
C1183,Private,Doctoral degree,,36,41,41,21,26,480,600,480,580,460,580,15079,100,65
C1184,Private,Master's degree,,23,34,36,18,23,430,540,440,540,,,5013,100,69
C1185,Private,Bachelor's degree,,14,27,30,,,,,,,,,6909,98,
C1186,Private,Master's degree,,29,42,43,15,22,400,540,410,510,378,510,2753,97,94
C1187,Public,Master's degree,,52,62,64,23,28,530,630,540,630,,,6141,75,70
C1188,Public,Master's degree,,62,67,69,21,25,480,590,500,600,450,560,58834,85,80
C1189,Private,Master's degree,,29,42,44,15,21,380,490,380,510,,,11053,98,53
C1190,Public,Doctoral degree,,59,79,83,26,31,560,660,590,680,490,610,25762,91,58
C1191,Private,Master's degree,,39,43,43,18,22,430,520,440,530,,,22100,100,53
C1192,Private,Doctoral degree,,52,63,64,19,25,480,620,460,580,460,590,4647,93,63
C1193,Private,Master's degree,,32,40,42,20,24,470,570,450,560,,,18743,98,65
C1194,Private,Master's degree,,55,61,62,21,26,480,590,480,570,,,52827,98,52
C1195,Private,Doctoral degree,,52,55,56,19,24,450,550,460,560,,,60083,100,70
C1196,Public,Master's degree,,16,34,41,17,22,410,530,420,530,390,500,6684,99,57
C1197,Private,Master's degree,,80,84,84,25,30,550,670,570,670,,,198459,86,64
C1198,Public,Master's degree,,32,48,52,18,22,413,530,420,520,410,500,4753,99,42
C1199,Private,Master's degree,,19,33,36,20,23,450,530,480,560,,,5102,100,53
C1200,Private,Bachelor's degree,,14,23,26,,,,,,,,,14368,99,
C1201,Private,Bachelor's degree,,27,41,45,17,22,410,520,420,540,370,500,20081,100,59
C1202,Private,Doctoral degree,,41,53,55,21,29,450,670,470,670,440,660,8936,100,58
C1203,Private,Doctoral degree,,60,68,68,22,28,490,600,510,610,,,59223,100,66
C1204,Public,Master's degree,,21,38,42,18,23,430,540,440,540,410,520,157,97,51
C1205,Public,Bachelor's degree,,10,22,27,18,22,410,500,420,510,,,50,91,73
C1206,Public,Doctoral degree,,54,70,73,24,29,540,640,560,650,,,13185,90,61
C1207,Public,Master's degree,,27,42,46,19,23,450,530,460,550,,,2881,91,74
C1208,Public,Doctoral degree,,14,29,36,17,19,400,416,425,436,,,232,98,51
C1209,Public,Master's degree,,24,37,40,19,23,440,530,440,540,,,1349,97,64
C1210,Private,Bachelor's degree,,20,33,33,,,,,,,,,8945,99,51
C1211,Public,Master's degree,,35,52,56,19,25,460,570,460,570,,,6506,99,72
C1212,Private,Bachelor's degree,,78,82,82,24,29,540,620,540,640,520,620,95720,92,69
C1213,Private,Master's degree,,48,65,66,21,27,,,,,,,33083,100,68
C1214,Public,Master's degree,,11,27,31,19,23,423,635,430,594,408,510,2898,92,89
C1215,Public,Doctoral degree,,20,43,49,19,24,400,620,440,550,,,4392,94,83
C1216,Private,Master's degree,,31,38,38,19,27,400,580,410,590,,,29980,100,70
C1217,Private,Master's degree,,45,50,52,20,25,,,,,,,18673,99,72
C1218,Public,Master's degree,,24,48,53,19,25,,,370,580,420,540,14960,97,93
C1219,Private,Bachelor's degree,,33,40,40,18,22,380,470,410,470,340,450,17512,99,66
C1220,Public,Doctoral degree,,27,52,57,20,25,440,590,460,600,,,9087,92,92
C1221,Private,Master's degree,,35,47,47,20,26,400,460,410,510,430,480,16655,100,97
C1222,Public,Doctoral degree,,30,51,54,21,26,,,460,620,430,580,22053,93,88
C1223,Private,Master's degree,,44,67,67,23,27,420,520,370,440,,,20013,100,52
C1224,Public,Master's degree,,15,30,36,19,24,430,540,430,560,,,2599,99,86
C1225,Private,Doctoral degree,,56,67,68,24,29,540,640,530,630,,,13557,87,80
C1226,Private,Master's degree,,11,25,30,17,22,390,510,445,505,,,518,94,51
C1227,Private,Master's degree,,54,61,62,20,25,450,600,470,600,460,580,4180,91,38
C1228,Private,Doctoral degree,,37,49,50,20,26,445,575,465,580,,,27524,100,67
C1229,Private,Master's degree,,31,53,57,21,27,,,,,,,18432,100,47
C1230,Private,Master's degree,,20,36,37,19,23,420,540,430,530,420,530,7201,100,47
C1231,Private,Doctoral degree,,44,60,64,22,28,520,650,510,650,,,15082,100,53
C1232,Public,Doctoral degree,,17,34,41,19,25,440,550,450,550,,,7875,94,86
C1233,Private,Master's degree,,41,49,52,17,18,420,430,430,440,420,430,31203,98,40
C1234,Private,Bachelor's degree,,16,34,38,,,,,,,,,6459,100,
C1235,Private,Master's degree,,38,50,52,21,27,480,600,470,570,,,24638,100,92
C1236,Private,Master's degree,,45,51,52,20,25,450,560,470,560,,,13326,92,64
C1237,Private,Bachelor's degree,,20,27,31,13,16,360,510,280,530,640,680,,99,49
C1238,Private,Bachelor's degree,,6,13,17,14,17,,,,,,,13979,94,23
C1239,Private,Master's degree,,35,49,53,21,27,490,600,460,580,,,3331,94,92
C1240,Private,Doctoral degree,,14,42,48,19,27,480,500,500,540,,,6065,87,70
C1241,Private,Bachelor's degree,,40,43,43,,,,,,,,,12085,97,
C1242,Private,Bachelor's degree,,47,56,56,21,26,450,550,450,550,,,54942,100,73
C1243,Public,Doctoral degree,,13,34,43,19,25,450,600,460,600,450,580,12196,97,68
C1244,Public,Doctoral degree,,16,38,46,19,24,450,580,450,570,,,3501,99,70
C1245,Private,Master's degree,,52,52,52,22,26,480,583,460,583,450,600,19028,98,68
C1246,Private,Master's degree,,74,78,78,27,31,590,690,580,680,,,149425,95,58
C1247,Private,Doctoral degree,,76,78,78,26,30,580,670,560,650,570,670,190019,77,60
C1248,Private,Doctoral degree,,19,32,54,20,25,470,600,450,580,460,590,9011,99,38
C1249,Private,Master's degree,,32,41,44,19,24,430,510,450,540,,,8453,95,71
C1250,Public,Doctoral degree,,15,32,37,21,25,470,590,470,590,,,9533,96,78
C1251,Public,Doctoral degree,,37,62,68,24,29,520,640,520,650,,,23336,96,72
C1252,Public,Master's degree,,21,40,46,20,25,,,,,,,4610,96,77
C1253,Public,Doctoral degree,,8,23,29,,,,,,,,,5489,98,
C1254,Public,Doctoral degree,,22,44,51,20,26,450,600,470,650,,,6754,98,93
C1255,Private,Doctoral degree,,36,45,47,19,26,480,590,450,570,,,9927,99,77
C1256,Private,Master's degree,,18,30,34,18,23,400,520,440,520,,,8281,99,72
C1257,Private,Doctoral degree,,51,63,64,22,29,580,680,520,670,,,7673,100,74
C1258,Private,Doctoral degree,,87,92,93,32,34,700,780,710,790,680,770,311592,65,13
C1259,Private,Doctoral degree,,37,54,57,21,27,470,580,490,600,450,560,82162,99,49
C1260,Public,Doctoral degree,,14,25,30,18,23,420,520,440,540,,,21480,93,80
C1261,Private,Master's degree,,67,72,72,23,27,540,660,560,670,520,630,101878,99,59
C1262,Private,Doctoral degree,,57,73,75,24,29,550,660,570,670,530,640,67958,96,57
C1263,Private,Master's degree,,18,30,34,20,25,450,550,480,570,,,8035,97,47
C1264,Public,Doctoral degree,,24,36,40,17,23,420,520,450,540,400,500,1241,74,93
C1265,Private,Doctoral degree,,43,53,55,18,27,472,656,476,648,,,8514,95,42
C1266,Private,Doctoral degree,,56,64,66,24,30,550,680,540,650,530,660,22938,100,90
C1267,Private,Master's degree,,24,32,33,18,22,430,520,450,530,,,61745,100,74
C1268,Public,Master's degree,,,,,19,23,430,540,460,560,410,530,3247,98,37
C1269,Public,Doctoral degree,,24,40,45,18,24,430,540,450,550,,,1859,93,68
C1270,Private,Doctoral degree,,34,50,51,20,25,450,550,480,560,430,530,66871,98,38
C1271,Private,Master's degree,,24,40,44,21,27,470,580,490,590,450,560,36525,100,73
C1272,Public,Doctoral degree,,,,,,,,,,,,,4460,,
C1273,Public,Master's degree,,3,9,14,16,21,380,480,420,510,,,3647,83,95
C1274,Public,Master's degree,,,,,16,21,390,490,420,518,,,5131,96,51
C1275,Public,Doctoral degree,,16,38,48,22,27,490,610,540,640,,,18003,87,58
C1276,Private,Master's degree,,30,42,42,18,22,420,520,440,530,,,53054,99,54
C1277,Private,Bachelor's degree,,10,23,26,13,17,350,450,350,450,,,13531,97,46
C1278,Private,Doctoral degree,,19,36,40,18,23,430,520,440,540,,,14574,100,93
C1279,Private,Bachelor's degree,,5,6,9,,,,,,,,,38425,98,
C1280,Public,Doctoral degree,,13,27,34,18,23,430,530,440,550,,,2011,81,77
C1281,Public,Doctoral degree,,21,37,43,16,20,390,491,410,520,,,6117,99,48
C1282,Private,Master's degree,,34,49,52,22,30,500,640,530,660,,,5901,99,41
C1283,Private,Master's degree,,30,39,41,19,24,440,560,450,570,420,560,7821,99,95
C1284,Private,Doctoral degree,,28,43,47,21,27,460,560,480,580,430,530,23638,96,85
C1285,Private,Master's degree,,25,36,38,18,24,420,540,440,550,,,57169,99,59
C1286,Public,Master's degree,,17,37,44,19,23,440,540,460,550,420,520,3790,90,72
C1287,Public,Doctoral degree,,25,44,50,21,26,490,600,510,610,,,3907,89,60
C1288,Private,Doctoral degree,,19,31,34,14,21,400,490,420,500,,,11538,97,66
C1289,Public,Doctoral degree,,16,31,39,18,21,410,510,440,540,400,500,,90,62
C1290,Public,Doctoral degree,,9,20,26,,,,,,,,,1755,89,
