ID,Control,Highest degree offered,Admission rate (%),Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile),Receiving financial aid (%)
C0920,Private,Bachelor's degree,37,16542,17368,18236,18236,15,19,363,470,370,450,,,89
C0921,Private,Bachelor's degree,66,22414,22564,23950,24150,,,,,,,,,100
C0922,Private,Master's degree,68,25290,26524,27718,29310,18,23,430,530,450,550,,,99
C0923,Private,Bachelor's degree,71,14358,15408,15408,16024,13,16,320,410,320,410,310,390,98
C0924,Private,Master's degree,64,21997,23318,24536,25636,17,23,410,510,420,530,,,99
C0925,Private,Master's degree,62,26200,27770,29186,30562,20,25,460,570,470,570,,,100
C0926,Private,Master's degree,61,24148,25550,27070,27830,18,23,420,520,440,540,400,490,99
C0927,Private,Master's degree,54,22292,23198,22784,23520,17,23,400,550,420,530,,,100
C0928,Private,Bachelor's degree,50,15500,16300,16800,17300,17,20,400,490,420,530,,,100
C0929,Public,Doctoral degree,70,4416,4668,5059,5422,17,21,400,480,420,500,390,470,95
C0930,Public,Master's degree,64,4729,5393,5916,6241,24,27,550,650,550,640,520,620,77
C0931,Public,Doctoral degree,28,6665,7009,7693,8340,28,32,590,700,610,710,580,690,68
C0932,Public,Doctoral degree,69,5138,5440,5873,6107,20,25,480,560,500,600,470,550,75
C0933,Public,Doctoral degree,60,4973,5765,6136,6382,21,25,460,560,470,560,440,540,80
C0934,Public,Doctoral degree,50,4561,4801,5200,5526,16,19,390,460,400,470,370,450,97
C0935,Public,Doctoral degree,50,6529,7018,7788,8206,25,30,550,640,590,670,520,620,71
C0936,Private,Bachelor's degree,47,23050,24890,25760,26632,15,20,370,470,400,500,,,84
C0937,Public,Doctoral degree,54,5322,5672,6199,6343,22,26,540,620,560,630,520,600,69
C0938,Private,Bachelor's degree,91,25258,25886,23900,23900,16,21,410,520,400,510,,,100
C0939,Public,Master's degree,72,4140,4643,4857,5144,18,21,410,500,430,510,390,480,92
C0940,Private,Master's degree,96,20577,21625,22900,24150,18,22,410,520,440,540,400,500,100
C0941,Private,Master's degree,77,23752,25356,27576,29800,21,26,470,560,470,580,460,560,97
C0942,Private,Bachelor's degree,41,10768,11200,11680,12160,14,20,340,530,360,500,,,100
C0943,Private,Bachelor's degree,67,17160,17160,17160,17890,13,17,330,423,335,435,,,85
C0944,Private,Master's degree,58,21965,22720,23839,24566,22,27,510,620,490,580,,,99
C0945,Private,Master's degree,54,12580,13226,14414,16480,,,,,,,,,98
C0946,Private,Master's degree,64,21614,21614,22674,23332,18,23,430,510,450,530,400,490,100
C0947,Private,Doctoral degree,35,39970,41576,43200,44742,,,,,,,,,81
C0948,Private,Master's degree,70,25626,26675,27740,29540,23,27,530,660,480,590,520,610,90
C0949,Private,Doctoral degree,79,21140,22180,23845,25040,19,24,440,550,470,570,430,530,99
C0950,Public,Doctoral degree,56,4088,4584,4941,5468,16,19,410,470,430,490,380,460,96
C0951,Public,Doctoral degree,38,5124,5387,5925,6265,20,24,460,560,480,570,440,530,83
C0952,Public,Bachelor's degree,49,5393,5608,5718,5846,18,23,425,533,405,505,380,475,82
C0953,Private,Doctoral degree,57,16780,17270,17870,18494,21,24,430,570,430,530,,,100
C0954,Private,Doctoral degree,83,13024,13424,13876,14730,20,25,450,570,450,560,,,100
C0955,Public,Bachelor's degree,,5937,6084,6193,6353,,,,,,,,,95
C0956,Public,Master's degree,57,5637,5763,5920,6086,19,24,428,500,438,543,,,91
C0957,Public,Doctoral degree,74,6934,7092,7254,7508,21,26,470,590,500,610,450,550,88
C0958,Public,Doctoral degree,84,6731,7270,7353,7660,21,26,490,625,490,650,450,580,88
C0959,Public,Master's degree,83,6076,6197,6334,6516,18,23,420,460,440,510,380,440,99
C0960,Public,Doctoral degree,96,9247,9545,9863,10054,18,25,450,590,470,610,,,90
C0961,Private,Doctoral degree,74,27412,28582,28858,29836,20,25,430,550,440,550,440,530,97
C0962,Private,Master's degree,64,25260,26396,27060,27840,21,27,470,610,480,590,,,100
C0963,Private,Master's degree,53,24930,26154,27426,28504,19,25,430,560,440,580,,,100
C0964,Public,Doctoral degree,72,9704,10164,10514,10726,19,24,440,560,440,570,450,580,96
C0965,Private,Doctoral degree,76,29310,30450,31364,31990,21,27,470,600,490,610,440,580,100
C0966,Private,Doctoral degree,42,37648,39120,40490,41800,29,33,600,720,670,760,620,710,88
C0967,Private,Doctoral degree,74,23500,24400,25496,26420,24,29,540,640,540,640,520,630,97
C0968,Public,Master's degree,33,5480,5672,5870,6058,15,19,370,470,360,450,,,91
C0969,Public,Doctoral degree,73,10065,10419,10784,10784,22,28,490,620,510,640,490,600,83
C0970,Private,Master's degree,97,15750,16750,17350,17720,17,23,400,490,360,490,380,470,61
C0971,Public,Doctoral degree,63,8516,9002,9314,9499,19,25,450,570,460,580,,,92
C0972,Private,Doctoral degree,53,29930,31640,33400,35800,24,29,490,600,530,630,500,590,98
C0973,Private,Master's degree,72,24330,25890,27360,28690,18,23,380,530,410,550,,,100
C0974,Private,Bachelor's degree,46,38220,40210,42280,43910,27,31,590,660,600,670,,,100
C0975,Private,Doctoral degree,68,26798,28104,28914,29798,21,26,480,570,480,580,470,560,100
C0976,Private,Master's degree,,22780,23670,24580,26180,,,,,,,,,100
C0977,Private,Master's degree,57,27135,28950,30190,30290,19,25,430,600,450,580,430,560,100
C0978,Private,Master's degree,83,30250,31710,33180,34480,22,27,490,590,500,600,480,600,100
C0979,Public,Bachelor's degree,,5110,5288,5472,5554,,,,,,,,,88
C0980,Public,Doctoral degree,83,9030,9346,9672,9816,20,25,470,570,470,570,450,560,91
C0981,Private,Bachelor's degree,38,40900,42630,44420,45640,28,32,630,720,600,690,630,730,64
C0982,Private,Master's degree,56,25674,26550,27368,27368,19,23,430,520,440,540,405,515,100
C0983,Private,Master's degree,69,12696,13176,16950,17655,,,,,,,,,98
C0984,Private,Master's degree,72,22444,23420,24536,25678,19,26,460,558,463,578,,,100
C0985,Private,Master's degree,64,28340,29690,30950,31940,21,27,,,500,630,440,660,99
C0986,Public,Doctoral degree,67,12786,13153,13594,13800,25,30,540,650,580,680,,,77
C0987,Private,Master's degree,71,24800,25700,26650,27380,20,25,440,540,540,580,,,95
C0988,Private,Master's degree,63,21330,22080,22890,23690,20,26,480,620,470,580,,,100
C0989,Private,Doctoral degree,88,23550,24400,25100,25800,19,24,400,520,380,550,,,100
C0990,Private,Master's degree,76,20616,21610,22628,23662,18,24,400,520,420,540,380,500,100
C0991,Private,Master's degree,90,23630,24652,25514,26344,18,22,398,500,418,520,,,100
C0992,Private,Master's degree,30,41577,43210,44905,46870,28,32,650,740,620,715,645,730,88
C0993,Private,Master's degree,49,25280,26790,28104,28932,20,24,440,540,480,580,430,520,100
C0994,Private,Doctoral degree,68,33099,34380,35678,36720,23,29,490,620,530,650,500,620,99
C0995,Public,Master's degree,,6102,6327,7140,7140,,,,,,,,,94
C0996,Public,Master's degree,,6102,6327,7140,7140,,,,,,,,,87
C0997,Public,Master's degree,,6102,6327,7140,7140,,,,,,,,,92
C0998,Public,Master's degree,,6102,6327,7140,7140,,,,,,,,,100
C0999,Public,Doctoral degree,56,9420,9735,10037,10037,27,31,540,660,610,720,550,660,83
C1000,Public,Doctoral degree,73,9603,9936,10282,10446,22,26,480,600,490,600,470,580,79
C1001,Private,Bachelor's degree,75,36398,37820,39150,40510,22,27,490,620,500,630,490,610,99
C1002,Private,Doctoral degree,74,28413,29550,30658,31424,21,26,490,590,490,585,470,570,100
C1003,Private,Master's degree,,18808,19520,19970,20780,,,,,,,,,94
C1004,Public,Master's degree,,6546,6762,6988,7177,,,,,,,,,96
C1005,Private,Master's degree,76,20320,21220,22180,23160,23,28,540,650,510,620,,,97
C1006,Private,Master's degree,39,18390,19124,19890,20700,18,23,440,523,420,540,,,98
C1007,Public,Doctoral degree,91,8491,8788,9275,9275,19,25,450,570,460,600,430,560,96
C1008,Private,Doctoral degree,,11132,11472,11664,11904,,,,,,,,,90
C1009,Private,Master's degree,,20838,21566,21566,21566,,,,,,,,,81
C1010,Private,Doctoral degree,58,23940,24910,25790,26720,19,24,430,630,480,580,440,600,100
C1011,Private,Doctoral degree,77,22410,23765,24690,25840,20,25,440,570,480,580,,,100
C1012,Private,Master's degree,58,12470,12470,13250,15140,,,,,,,,,100
C1013,Private,Master's degree,46,25714,26840,27720,28190,19,24,420,550,430,570,,,100
C1014,Private,Master's degree,89,35424,36434,38030,38030,23,25,520,620,520,620,,,99
C1015,Private,Bachelor's degree,56,36598,38290,39810,41680,25,30,550,670,550,660,560,650,99
C1016,Public,Doctoral degree,,7518,7800,8354,8542,,,,,,,,,88
C1017,Private,Doctoral degree,70,29970,31160,32070,33000,23,27,500,600,510,610,490,590,100
C1018,Public,Doctoral degree,,7199,7451,7712,8129,,,,,,,,,96
C1019,Private,Bachelor's degree,72,12300,12900,13510,14050,15,19,350,485,385,510,,,88
C1020,Private,Master's degree,49,19200,20160,21140,22252,18,24,410,520,430,560,400,500,100
C1021,Private,Master's degree,,18354,19794,21174,22044,,,,,,,,,100
C1022,Public,Master's degree,,4336,4590,4770,5055,,,,,,,,,88
C1023,Public,Master's degree,84,4456,4718,5092,5437,20,24,,,,,,,76
C1024,Public,Master's degree,98,4482,4703,4957,5241,18,23,370,530,430,560,,,85
C1025,Public,Doctoral degree,,3831,4112,4255,3815,,,,,,,,,94
C1026,Public,Doctoral degree,73,4385,4602,4857,4992,18,23,,,,,,,94
C1027,Public,Master's degree,60,4479,4968,5347,5642,17,22,,,,,,,96
C1028,Private,Master's degree,63,17456,18456,18800,18800,22,28,460,620,450,610,440,570,99
C1029,Public,Bachelor's degree,48,4894,5704,6390,6739,16,21,,,,,,,92
C1030,Public,Doctoral degree,76,6779,7107,7442,7442,22,28,490,600,520,620,,,87
C1031,Private,Master's degree,56,18608,19756,20796,21842,21,27,460,600,470,600,,,99
C1032,Private,Doctoral degree,72,25760,27500,27500,29426,23,29,490,620,500,610,480,620,96
C1033,Public,Doctoral degree,80,7864,8325,8706,8916,23,29,500,630,530,650,,,74
C1034,Private,Doctoral degree,44,20054,20756,21576,22508,20,25,460,570,450,560,,,98
C1035,Public,Bachelor's degree,54,4513,4777,5047,5349,17,23,,,,,,,88
C1036,Private,Master's degree,95,17516,19705,20765,20595,,,,,,,,,95
C1037,Public,Bachelor's degree,62,3744,3744,4320,4866,18,24,475,545,430,530,,,95
C1038,Public,Master's degree,80,4652,4904,5060,5315,18,22,,,,,,,96
C1039,Private,Master's degree,88,10700,12350,14025,14220,17,23,420,575,440,605,410,570,93
C1040,Public,Doctoral degree,90,4335,4800,5175,5460,18,24,,,,,,,95
C1041,Private,Doctoral degree,41,28735,31551,33095,34835,25,32,560,710,570,690,,,88
C1042,Private,Doctoral degree,56,24114,25650,26650,27492,18,24,440,550,450,550,,,99
C1043,Public,Master's degree,67,6639,7046,7238,7530,,,410,530,410,520,410,500,94
C1044,Private,Doctoral degree,75,27970,29380,30230,31120,20,26,470,600,470,600,460,590,99
C1045,Private,Doctoral degree,63,36632,38500,40330,41928,26,31,600,700,580,670,580,690,90
C1046,Private,Bachelor's degree,92,30604,32416,34328,36310,21,26,480,600,500,600,470,570,99
C1047,Private,Master's degree,39,17730,18405,18945,19665,,,,,,,,,100
C1048,Private,Master's degree,70,22900,23600,24780,24930,18,23,450,535,435,530,430,540,100
C1049,Public,Master's degree,71,7260,7889,7852,8548,20,25,440,550,460,580,420,530,89
C1050,Public,Doctoral degree,79,7115,7600,8138,8322,21,27,480,600,490,630,,,86
C1051,Public,Doctoral degree,74,8190,8789,9310,9763,22,27,490,600,500,620,,,68
C1052,Private,Doctoral degree,86,31702,33612,35260,37024,21,27,490,600,500,610,,,99
C1053,Public,Doctoral degree,61,7130,7764,7653,7878,,,460,590,460,580,,,76
C1054,Private,Doctoral degree,67,33538,35740,37404,38670,,,550,650,540,650,,,97
C1055,Private,Master's degree,49,41200,42800,44460,46010,28,33,660,750,620,720,638,720,53
C1056,Public,Master's degree,73,6444,6840,7109,7438,,,450,570,460,560,430,540,85
C1057,Private,Master's degree,53,17604,18290,19030,19770,,,,,,,,,93
C1058,Private,Doctoral degree,32,24380,25406,26431,27431,20,26,480,590,470,590,450,568,100
C1059,Private,Doctoral degree,58,37361,39012,40874,42305,24,29,540,660,540,650,535,640,98
C1060,Public,Master's degree,88,7410,8076,8529,8634,,,410,530,420,540,,,88
C1061,Private,Master's degree,52,15540,16074,16878,17724,20,25,460,580,460,550,420,530,100
C1062,Private,Master's degree,62,32740,33990,35320,36660,20,25,460,560,470,570,,,99
C1063,Private,Bachelor's degree,65,34810,36190,37610,39100,23,29,530,640,540,650,520,630,100
C1064,Private,Doctoral degree,76,28000,29000,30150,31250,22,26,470,590,460,600,,,99
C1065,Private,Doctoral degree,78,25480,26630,27950,29060,18,22,440,530,450,540,440,530,100
C1066,Private,Doctoral degree,60,32720,34150,35620,36810,22,27,500,600,500,578,490,590,100
C1067,Public,Doctoral degree,89,7456,8082,8344,8582,19,23,440,530,460,550,430,530,84
C1068,Private,Doctoral degree,40,39360,40824,42246,43900,27,32,600,710,610,760,620,720,79
C1069,Private,Master's degree,30,42342,43866,45378,46902,27,32,580,680,620,720,600,690,55
C1070,Private,Master's degree,74,32084,33176,29000,29000,17,23,390,500,390,500,380,500,99
C1071,Public,Master's degree,93,8312,8912,9379,9239,17,21,440,530,440,540,410,510,89
C1072,Private,Doctoral degree,95,22600,23504,24438,25416,17,23,435,525,420,510,420,520,100
C1073,Private,Doctoral degree,25,42136,44010,45760,47642,30,34,640,740,700,790,650,750,70
C1074,Private,Master's degree,59,28967,30110,31596,33000,17,24,430,520,410,530,410,510,100
C1075,Private,Doctoral degree,61,29188,30312,31532,32454,,,,,,,,,100
C1076,Private,Doctoral degree,58,28200,29200,30165,31170,19,23,430,540,420,520,420,520,98
C1077,Public,Master's degree,,7718,8404,8602,8806,,,,,,,,,96
C1078,Public,Master's degree,93,7723,8340,9090,9404,,,400,510,400,520,380,500,91
C1079,Private,Master's degree,68,29284,30704,31746,32890,19,25,430,563,450,560,420,540,100
C1080,Private,Bachelor's degree,44,41520,43060,44551,46094,27,31,590,675,600,690,590,680,72
C1081,Private,Doctoral degree,81,33000,34505,36090,37505,24,30,510,630,560,680,520,630,94
C1082,Private,Doctoral degree,74,27502,28671,30034,31385,22,27,510,600,520,610,500,600,100
C1083,Public,Master's degree,78,7778,8351,8758,8991,18,22,430,480,450,530,,,83
C1084,Private,Doctoral degree,64,24600,25850,27174,28090,18,24,480,570,470,570,470,560,100
C1085,Public,Master's degree,87,7730,8360,8578,8849,17,22,410,520,410,520,400,500,91
C1086,Private,Master's degree,70,33250,34830,36550,38200,21,28,490,610,510,620,,,99
C1087,Private,Bachelor's degree,39,41140,42610,44360,46285,,,,,,,,,61
C1088,Private,Doctoral degree,80,24582,25522,26526,27546,20,26,460,560,470,590,,,100
C1089,Private,Master's degree,68,22236,23330,24480,25220,20,26,470,590,480,600,450,570,100
C1090,Private,Bachelor's degree,42,41070,42610,44210,45870,27,29,600,690,600,680,,,74
C1091,Private,Doctoral degree,,,,,,,,,,,,,,
C1092,Private,Master's degree,66,25610,27120,28190,29450,16,22,430,520,420,530,420,520,100
C1093,Private,Bachelor's degree,23,40624,42208,43702,45426,30,33,660,750,650,740,660,750,57
C1094,Private,Doctoral degree,76,23520,24640,25590,27100,16,22,420,510,430,510,410,510,100
C1095,Private,Doctoral degree,80,27870,28850,29000,30740,18,21,420,530,420,520,430,530,100
C1096,Public,Doctoral degree,90,7571,8362,8672,9080,17,22,440,530,450,540,430,520,88
C1097,Private,Master's degree,74,32820,34090,35780,37170,,,,,,,,,100
C1098,Private,Bachelor's degree,72,19020,19620,20400,21300,17,21,400,500,400,500,390,490,98
C1099,Private,Master's degree,72,26644,27680,29174,30310,,,,,,,,,100
C1100,Public,Master's degree,82,7732,8359,8596,8819,18,22,430,520,440,530,420,510,87
C1101,Private,Master's degree,56,22476,23160,24058,24778,17,24,400,520,400,520,380,470,91
C1102,Private,Doctoral degree,80,33700,35240,36650,38200,19,25,440,550,440,550,,,99
C1103,Private,Bachelor's degree,34,39815,41358,42980,44670,27,31,570,670,610,700,580,690,63
C1104,Private,Doctoral degree,67,31620,33200,34470,35700,22,27,490,600,510,620,,,100
C1105,Private,Doctoral degree,31,39780,40960,42220,43520,28,32,580,670,640,740,,,68
C1106,Public,Master's degree,61,8472,9062,9590,9804,15,20,380,470,390,470,370,460,99
C1107,Public,Master's degree,88,7540,8239,8564,8899,17,23,410,510,430,520,410,500,91
C1108,Private,Bachelor's degree,72,30800,31818,32756,33746,21,26,460,570,470,580,450,550,100
C1109,Public,Master's degree,92,8058,8654,8926,9192,19,23,420,530,430,540,400,500,94
C1110,Private,Doctoral degree,71,27150,28175,29380,30690,,,470,570,480,580,460,570,100
C1111,Private,Doctoral degree,75,26346,27657,29037,30300,21,26,470,580,470,580,460,560,100
C1112,Private,Master's degree,66,27480,28356,29460,30470,23,29,520,620,510,640,500,620,100
C1113,Public,Master's degree,72,7700,8361,8600,8866,19,24,460,550,460,560,440,540,86
C1114,Private,Doctoral degree,65,24990,25990,27230,28210,20,26,470,560,500,580,,,100
C1115,Private,Master's degree,80,32177,33446,34484,35518,,,,,,,,,99
C1116,Private,Master's degree,69,18000,18750,19520,20268,18,22,400,490,410,510,385,490,100
C1117,Private,Bachelor's degree,46,38380,39915,41510,42755,25,31,570,670,570,670,570,670,91
C1118,Private,Doctoral degree,55,22256,23350,24232,24948,16,20,390,470,380,480,380,470,100
C1119,Public,Master's degree,84,13250,13636,13900,14240,19,25,460,560,490,600,440,540,83
C1120,Public,Master's degree,,,,,,,,,,,,,,
C1121,Public,Master's degree,74,12678,13048,13300,13412,16,27,430,550,430,570,410,520,93
C1122,Public,Bachelor's degree,69,12522,12994,13244,13318,15,22,400,480,390,510,380,480,99
C1123,Public,Bachelor's degree,82,12616,12994,13238,13354,19,23,430,550,440,570,410,500,94
C1124,Public,Bachelor's degree,82,12596,12966,13230,13486,19,22,420,520,410,530,410,500,93
C1125,Public,Bachelor's degree,85,12720,13094,13350,13602,19,28,430,550,450,570,420,530,84
C1126,Public,Bachelor's degree,85,13250,13636,13900,14240,19,23,440,530,450,560,430,530,83
C1127,Public,Bachelor's degree,87,12730,13102,13350,13470,16,24,420,530,420,540,390,500,92
C1128,Public,Bachelor's degree,83,13250,13636,13900,14240,19,25,430,530,440,570,410,520,81
C1129,Public,Doctoral degree,80,13240,13628,13900,14240,22,24,440,550,460,600,430,540,75
C1130,Public,Bachelor's degree,79,12730,13102,13356,13608,17,23,420,520,440,560,410,530,89
C1131,Public,Bachelor's degree,88,12596,12994,13244,13354,20,22,420,520,410,550,390,505,95
C1132,Public,Bachelor's degree,89,12616,13040,13300,13412,18,21,410,520,400,550,390,500,94
C1133,Public,Bachelor's degree,86,12678,13048,13300,13550,20,24,410,520,420,540,400,500,94
C1134,Public,Doctoral degree,54,15250,15984,16444,16992,25,29,530,630,560,670,540,640,68
C1135,Public,Master's degree,80,12730,13102,13356,13464,18,24,410,520,420,560,390,500,92
C1136,Public,Bachelor's degree,83,12730,13102,13356,13470,20,23,410,530,420,555,390,510,95
C1137,Public,Bachelor's degree,78,12730,13102,13356,13608,18,24,390,510,430,550,390,510,86
C1138,Public,Bachelor's degree,81,12626,12994,13238,13550,18,21,360,485,360,490,360,470,93
C1139,Public,Master's degree,84,12596,12966,13238,13602,21,25,410,540,440,570,415,520,81
C1140,Private,Master's degree,,15300,15900,16500,17040,,,,,,,,,87
C1141,Private,Doctoral degree,12,40514,42098,43738,45890,30,34,670,760,690,780,690,780,62
C1142,Private,Doctoral degree,64,28990,30546,32064,33690,21,25,480,570,480,590,470,570,98
C1143,Private,Master's degree,51,20197,20888,21705,22455,18,26,443,588,430,550,,,100
C1144,Public,Bachelor's degree,85,12046,12496,12890,13078,19,23,420,530,440,550,410,520,97
C1145,Public,Bachelor's degree,93,12176,12626,12890,13128,20,24,460,540,470,560,440,530,91
C1146,Public,Bachelor's degree,90,12078,12528,12892,13130,20,24,450,550,470,570,440,540,91
C1147,Public,Doctoral degree,56,14936,16132,16590,17100,26,30,570,660,600,680,560,660,76
C1148,Private,Master's degree,74,22500,23720,25190,26170,19,25,450,560,420,540,440,550,99
C1149,Private,Doctoral degree,81,21550,23038,24064,25114,21,24,460,550,480,590,450,550,100
C1150,Private,Master's degree,58,27730,29050,30450,30950,19,23,410,530,390,510,,,100
C1151,Private,Doctoral degree,76,26534,27808,28878,29992,20,25,460,510,470,590,460,560,98
C1152,Private,Doctoral degree,79,35230,36640,37830,39040,22,26,510,590,510,610,510,600,97
C1153,Private,Doctoral degree,69,27365,28804,29846,30350,20,25,450,570,460,580,455,570,100
C1154,Private,Doctoral degree,75,34536,35992,37456,38754,22,27,510,600,520,610,,,95
C1155,Private,Master's degree,65,27548,28354,29050,30300,19,26,450,570,450,580,440,570,100
C1156,Public,Master's degree,83,8056,8856,9154,9448,18,22,440,530,450,550,430,520,87
C1157,Public,Doctoral degree,67,7666,8505,8748,9027,19,23,450,540,470,550,440,530,89
C1158,Private,Bachelor's degree,72,34070,35860,37280,38780,23,27,510,620,510,610,490,610,98
C1159,Private,Bachelor's degree,14,39600,41150,43080,44718,31,34,680,760,670,770,680,770,59
C1160,Public,Doctoral degree,64,12424,13596,13596,14096,22,27,500,610,510,620,500,610,89
C1161,Private,Bachelor's degree,66,23728,24856,26012,26802,18,23,430,520,440,540,,,92
C1162,Private,Bachelor's degree,66,40120,41820,43270,44530,24,30,520,640,540,640,530,640,100
C1163,Private,Master's degree,66,16325,17377,18367,19394,19,25,470,510,420,530,,,98
C1164,Private,Doctoral degree,49,39930,41110,42740,44430,29,31,590,690,620,710,600,690,66
C1165,Private,Bachelor's degree,40,34610,36420,38310,39710,,,,,,,,,100
C1166,Private,Doctoral degree,75,18410,19090,19810,20540,20,25,450,560,440,550,,,96
C1167,Public,Master's degree,52,7680,8274,8620,8850,,,500,590,520,600,490,590,79
C1168,Private,Master's degree,73,29320,30510,31510,32445,20,25,460,580,460,570,445,560,100
C1169,Private,Doctoral degree,67,33270,34762,36382,38028,,,450,550,470,580,,,99
C1170,Private,Doctoral degree,76,27178,28210,29326,30350,,,470,570,480,600,450,560,96
C1171,Private,Master's degree,53,28220,29340,29360,29370,19,24,440,570,420,550,430,560,95
C1172,Private,Doctoral degree,74,15140,15880,16520,17010,20,25,470,560,480,578,450,550,98
C1173,Private,Doctoral degree,9,40820,42230,43758,45612,29,34,660,760,670,780,670,770,64
C1174,Private,Master's degree,77,33357,34624,35991,37234,23,27,510,590,540,630,500,590,89
C1175,Private,Doctoral degree,76,24429,25407,26412,27456,,,,,,,,,99
C1176,Private,Master's degree,,18960,19935,20685,21285,,,,,,,,,91
C1177,Private,Master's degree,60,39435,40975,42206,43245,23,28,520,620,530,640,530,640,81
C1178,Public,Doctoral degree,69,6986,7268,7598,7602,17,22,410,520,410,520,410,520,86
C1179,Public,Doctoral degree,79,10476,11366,12450,12450,22,26,480,580,490,590,480,580,91
C1180,Private,Master's degree,81,29718,30908,31618,31668,,,,,,,,,91
C1181,Private,Doctoral degree,67,31450,32800,33950,34950,23,26,510,590,510,600,505,600,92
C1182,Private,Bachelor's degree,,10884,11940,12140,11940,,,,,,,,,93
C1183,Private,Doctoral degree,65,19950,20910,21730,22790,21,26,480,600,480,580,460,580,100
C1184,Private,Master's degree,69,19854,20840,21440,22090,18,23,430,540,440,540,,,100
C1185,Private,Bachelor's degree,,16370,17190,18254,18254,,,,,,,,,98
C1186,Private,Master's degree,94,19500,20550,21450,22200,15,22,400,540,410,510,378,510,97
C1187,Public,Master's degree,70,10314,9616,9918,10626,23,28,530,630,540,630,,,75
C1188,Public,Master's degree,80,9871,10216,10523,10838,21,25,480,590,500,600,450,560,85
C1189,Private,Master's degree,53,13168,13370,14528,15010,15,21,380,490,380,510,,,98
C1190,Public,Doctoral degree,58,11908,12304,12674,13054,26,31,560,660,590,680,490,610,91
C1191,Private,Master's degree,53,20548,22200,23640,24579,18,22,430,520,440,530,,,100
C1192,Private,Doctoral degree,63,17395,18065,18745,18930,19,25,480,620,460,580,460,590,93
C1193,Private,Master's degree,65,24060,25050,26030,26800,20,24,470,570,450,560,,,98
C1194,Private,Master's degree,52,26138,27320,28276,29124,21,26,480,590,480,570,,,98
C1195,Private,Doctoral degree,70,26775,28460,29790,31580,19,24,450,550,460,560,,,100
C1196,Public,Master's degree,57,8480,8802,9066,9386,17,22,410,530,420,530,390,500,99
C1197,Private,Master's degree,64,38088,39560,41532,43164,25,30,550,670,570,670,,,86
C1198,Public,Master's degree,42,9154,9504,9792,10100,18,22,413,530,420,520,410,500,99
C1199,Private,Master's degree,53,19200,20000,21000,22080,20,23,450,530,480,560,,,100
C1200,Private,Bachelor's degree,,10290,10530,10840,11087,,,,,,,,,99
C1201,Private,Bachelor's degree,59,22518,22925,23575,23800,17,22,410,520,420,540,370,500,100
C1202,Private,Doctoral degree,58,12820,13396,13936,14772,21,29,450,670,470,670,440,660,100
C1203,Private,Doctoral degree,66,30180,31280,32680,33650,22,28,490,600,510,610,,,100
C1204,Public,Master's degree,51,8424,8750,9024,9308,18,23,430,540,440,540,410,520,97
C1205,Public,Bachelor's degree,73,8020,8158,8558,8972,18,22,410,500,420,510,,,91
C1206,Public,Doctoral degree,61,9786,10168,10488,10816,24,29,540,640,560,650,,,90
C1207,Public,Master's degree,74,9390,9760,9760,9760,19,23,450,530,460,550,,,91
C1208,Public,Doctoral degree,51,8898,9258,9258,9776,17,19,400,416,425,436,,,98
C1209,Public,Master's degree,64,9242,9596,9892,10198,19,23,440,530,440,540,,,97
C1210,Private,Bachelor's degree,51,10780,10780,10780,10780,,,,,,,,,99
C1211,Public,Master's degree,72,12176,12656,13266,13670,19,25,460,570,460,570,,,99
C1212,Private,Bachelor's degree,69,31710,33190,34555,35515,24,29,540,620,540,640,520,620,92
C1213,Private,Master's degree,68,25104,26590,27780,28630,21,27,,,,,,,100
C1214,Public,Master's degree,89,6951,7424,7320,7617,19,23,423,635,430,594,408,510,92
C1215,Public,Doctoral degree,83,6455,6897,7212,7506,19,24,400,620,440,550,,,94
C1216,Private,Master's degree,70,19850,20810,21750,22700,19,27,400,580,410,590,,,100
C1217,Private,Master's degree,72,19932,20656,22130,22892,20,25,,,,,,,99
C1218,Public,Master's degree,93,6351,6951,7269,7563,19,25,,,370,580,420,540,97
C1219,Private,Bachelor's degree,66,15135,15435,16205,17014,18,22,380,470,410,470,340,450,99
C1220,Public,Doctoral degree,92,6444,6887,7404,7713,20,25,440,590,460,600,,,92
C1221,Private,Master's degree,97,21890,22850,23740,24550,20,26,400,460,410,510,430,480,100
C1222,Public,Doctoral degree,88,6762,7209,7704,8022,21,26,,,460,620,430,580,93
C1223,Private,Master's degree,52,18330,19050,19800,20550,23,27,420,520,370,440,,,100
C1224,Public,Master's degree,86,6048,6432,6648,6876,19,24,430,540,430,560,,,99
C1225,Private,Doctoral degree,80,23680,24960,26130,27380,24,29,540,640,530,630,,,87
C1226,Private,Master's degree,51,12242,13552,14520,15714,17,22,390,510,445,505,,,94
C1227,Private,Master's degree,38,18620,19550,20150,21150,20,25,450,600,470,600,460,580,91
C1228,Private,Doctoral degree,67,20562,21778,22652,23696,20,26,445,575,465,580,,,100
C1229,Private,Master's degree,47,24870,26110,27290,28210,21,27,,,,,,,100
C1230,Private,Master's degree,47,18256,19200,20200,20200,19,23,420,540,430,530,420,530,100
