ID,Control,Highest degree offered,,Admission rate (%),Total enrollment,Tuition and fees 2011-12 ($),4-year graduation rate (%),Geographic region,ACT Composite score (25th percentile),ACT Composite score (75th percentile),Receiving financial aid (%)
C1154,Private,Doctoral degree,,75,5633,35992,75,Mid East,22,27,95
C1155,Private,Master's degree,,65,2357,28354,45,Mid East,19,26,100
C1156,Public,Master's degree,,83,7548,8856,37,Mid East,18,22,87
C1157,Public,Doctoral degree,,67,8347,8505,40,Mid East,19,23,89
C1158,Private,Bachelor's degree,,72,2187,35860,71,Mid East,23,27,98
C1159,Private,Bachelor's degree,,14,1534,41150,89,Mid East,31,34,59
C1160,Public,Doctoral degree,,64,37270,13596,39,Mid East,22,27,89
C1161,Private,Bachelor's degree,,66,1100,24856,27,Mid East,18,23,92
C1162,Private,Bachelor's degree,,66,1596,41820,75,Mid East,24,30,100
C1163,Private,Master's degree,,66,1004,17377,31,Mid East,19,25,98
C1164,Private,Doctoral degree,,49,10696,41110,86,Mid East,29,31,66
C1165,Private,Bachelor's degree,,40,1328,36420,73,Mid East,,,100
C1166,Private,Doctoral degree,,75,2190,19090,45,Mid East,20,25,96
C1167,Public,Master's degree,,52,15845,8274,44,Mid East,,,79
C1168,Private,Master's degree,,73,1366,30510,63,Mid East,20,25,100
C1169,Private,Doctoral degree,,67,5025,34762,40,Mid East,,,99
C1170,Private,Doctoral degree,,76,4665,28210,47,Mid East,,,96
C1171,Private,Master's degree,,53,662,29340,44,Mid East,19,24,95
C1172,Private,Doctoral degree,,74,5250,15880,37,Mid East,20,25,98
C1173,Private,Doctoral degree,,9,8943,42230,84,New England,29,34,64
C1174,Private,Master's degree,,77,3454,34624,78,New England,23,27,89
C1175,Private,Doctoral degree,,76,10369,25407,43,New England,,,99
C1176,Private,Master's degree,,,2933,19935,,New England,,,91
C1177,Private,Master's degree,,60,4665,40975,83,New England,23,28,81
C1178,Public,Doctoral degree,,69,8700,7268,15,New England,17,22,86
C1179,Public,Doctoral degree,,79,16387,11366,41,New England,22,26,91
C1180,Private,Master's degree,,81,4732,30908,50,New England,,,91
C1181,Private,Doctoral degree,,67,2603,32800,61,New England,23,26,92
C1182,Private,Bachelor's degree,,,651,11940,11,Southeast,,,93
C1183,Private,Doctoral degree,,65,2966,20910,36,Southeast,21,26,100
C1184,Private,Master's degree,,69,3269,20840,23,Southeast,18,23,100
C1185,Private,Bachelor's degree,,,2512,17190,14,Southeast,,,98
C1186,Private,Master's degree,,94,1701,20550,29,Southeast,15,22,97
C1187,Public,Master's degree,,70,11619,9616,52,Southeast,23,28,75
C1188,Public,Master's degree,,80,3598,10216,62,Southeast,21,25,85
C1189,Private,Master's degree,,53,1884,13370,29,Southeast,15,21,98
C1190,Public,Doctoral degree,,58,21303,12304,59,Southeast,26,31,91
C1191,Private,Master's degree,,53,1172,22200,39,Southeast,18,22,100
C1192,Private,Doctoral degree,,63,1154,18065,52,Southeast,19,25,93
C1193,Private,Master's degree,,65,1169,25050,32,Southeast,20,24,98
C1194,Private,Master's degree,,52,1333,27320,55,Southeast,21,26,98
C1195,Private,Doctoral degree,,70,815,28460,52,Southeast,19,24,100
C1196,Public,Master's degree,,57,4058,8802,16,Southeast,17,22,99
C1197,Private,Master's degree,,64,2953,39560,80,Southeast,25,30,86
C1198,Public,Master's degree,,42,2877,9504,32,Southeast,18,22,99
C1199,Private,Master's degree,,53,3307,20000,19,Southeast,20,23,100
C1200,Private,Bachelor's degree,,,824,10530,14,Southeast,,,99
C1201,Private,Bachelor's degree,,59,1039,22925,27,Southeast,17,22,100
C1202,Private,Doctoral degree,,58,2466,13396,41,Southeast,21,29,100
C1203,Private,Doctoral degree,,66,1433,31280,60,Southeast,22,28,100
C1204,Public,Master's degree,,51,3299,8750,21,Southeast,18,23,97
C1205,Public,Bachelor's degree,,73,1724,8158,10,Southeast,18,22,91
C1206,Public,Doctoral degree,,61,31964,10168,54,Southeast,24,29,90
C1207,Public,Master's degree,,74,9478,9760,27,Southeast,19,23,91
C1208,Public,Doctoral degree,,51,3463,9258,14,Southeast,17,19,98
C1209,Public,Master's degree,,64,5445,9596,24,Southeast,19,23,97
C1210,Private,Bachelor's degree,,51,536,10780,20,Southeast,,,99
C1211,Public,Master's degree,,72,6130,12656,35,Southeast,19,25,99
C1212,Private,Bachelor's degree,,69,1615,33190,78,Southeast,24,29,92
C1213,Private,Master's degree,,68,1765,26590,48,Plains,21,27,100
C1214,Public,Master's degree,,89,4464,7424,11,Plains,19,23,92
C1215,Public,Doctoral degree,,83,3129,6897,20,Plains,19,24,94
C1216,Private,Master's degree,,70,879,20810,31,Plains,19,27,100
C1217,Private,Master's degree,,72,1225,20656,45,Plains,20,25,99
C1218,Public,Master's degree,,93,3275,6951,24,Plains,19,25,97
C1219,Private,Bachelor's degree,,66,791,15435,33,Plains,18,22,99
C1220,Public,Doctoral degree,,92,12525,6887,27,Plains,20,25,92
C1221,Private,Master's degree,,97,1408,22850,35,Plains,20,26,100
C1222,Public,Doctoral degree,,88,10235,7209,30,Plains,21,26,93
C1223,Private,Master's degree,,52,574,19050,44,Southeast,23,27,100
C1224,Public,Master's degree,,86,10399,6432,15,Southeast,19,24,99
C1225,Private,Doctoral degree,,80,6915,24960,56,Southeast,24,29,87
C1226,Private,Master's degree,,51,6634,13552,11,Southeast,17,22,94
C1227,Private,Master's degree,,38,1704,19550,54,Southeast,20,25,91
C1228,Private,Doctoral degree,,67,2045,21778,37,Southeast,20,26,100
C1229,Private,Master's degree,,47,1577,26110,31,Southeast,21,27,100
C1230,Private,Master's degree,,47,1501,19200,20,Southeast,19,23,100
C1231,Private,Doctoral degree,,53,4580,23494,44,Southeast,22,28,100
C1232,Public,Doctoral degree,,86,14691,6271,17,Southeast,19,25,94
C1233,Private,Master's degree,,40,646,19462,41,Southeast,17,18,98
C1234,Private,Bachelor's degree,,,338,11646,16,Southeast,,,100
C1235,Private,Master's degree,,92,1811,17081,38,Southeast,21,27,100
C1236,Private,Master's degree,,64,2575,24052,45,Southeast,20,25,92
C1237,Private,Bachelor's degree,,49,1554,8220,20,Southeast,13,16,99
C1238,Private,Bachelor's degree,,23,1023,10298,6,Southeast,14,17,94
C1239,Private,Master's degree,,92,4922,12680,35,Southeast,21,27,94
C1240,Private,Doctoral degree,,70,3952,17720,14,Southeast,19,27,87
C1241,Private,Bachelor's degree,,,1144,20582,40,Southeast,,,97
C1242,Private,Bachelor's degree,,73,1168,29924,47,Southeast,21,26,100
C1243,Public,Doctoral degree,,68,21480,7390,13,Southeast,19,25,97
C1244,Public,Doctoral degree,,70,23881,6754,16,Southeast,19,24,99
C1245,Private,Master's degree,,68,1198,25260,52,Southeast,22,26,98
C1246,Private,Master's degree,,58,2040,36464,74,Southeast,27,31,95
C1247,Private,Doctoral degree,,60,1701,32292,76,Southeast,26,30,77
C1248,Private,Doctoral degree,,38,3255,18324,19,Southeast,20,25,99
C1249,Private,Master's degree,,71,1084,19700,32,Southeast,19,24,95
C1250,Public,Doctoral degree,,78,11674,6718,15,Southeast,21,25,96
C1251,Public,Doctoral degree,,72,30030,8396,37,Southeast,24,29,96
C1252,Public,Master's degree,,77,7423,6716,21,Southeast,20,25,96
C1253,Public,Doctoral degree,,,8883,6088,8,Southeast,,,98
C1254,Public,Doctoral degree,,93,11118,6406,22,Southeast,20,26,98
C1255,Private,Doctoral degree,,77,2406,20490,36,Southeast,19,26,99
C1256,Private,Master's degree,,72,2055,20910,18,Southeast,18,23,99
C1257,Private,Doctoral degree,,74,3993,24030,51,Southeast,22,29,100
C1258,Private,Doctoral degree,,13,12757,41332,87,Southeast,32,34,65
C1259,Private,Doctoral degree,,49,4461,25270,37,Southwest,21,27,99
C1260,Public,Doctoral degree,,80,6536,6211,14,Southwest,18,23,93
C1261,Private,Master's degree,,59,1223,31270,67,Southwest,23,27,99
C1262,Private,Doctoral degree,,57,15616,31658,57,Southwest,24,29,96
C1263,Private,Master's degree,,47,2565,22920,18,Southwest,20,25,97
C1264,Public,Doctoral degree,,93,10913,6594,24,Southwest,17,23,74
C1265,Private,Doctoral degree,,42,5422,19900,43,Southwest,18,27,95
C1266,Private,Doctoral degree,,90,2598,31150,56,Southwest,24,30,100
C1267,Private,Master's degree,,74,1247,20500,24,Southwest,18,22,100
C1268,Public,Master's degree,,37,1842,4974,,Southwest,19,23,98
C1269,Public,Doctoral degree,,68,11591,6283,24,Southwest,18,24,93
C1270,Private,Doctoral degree,,38,2220,22460,34,Southwest,20,25,98
C1271,Private,Master's degree,,73,2910,25445,24,Southwest,21,27,100
C1272,Public,Doctoral degree,,,8164,,,Southwest,,,
C1273,Public,Master's degree,,95,13757,4786,3,Southwest,16,21,83
C1274,Public,Master's degree,,51,4491,5830,,Southwest,16,21,96
C1275,Public,Doctoral degree,,58,39540,7513,16,Southwest,22,27,87
C1276,Private,Master's degree,,54,1170,21700,30,Southwest,18,22,99
C1277,Private,Bachelor's degree,,46,973,12430,10,Southwest,13,17,97
C1278,Private,Doctoral degree,,93,8685,22790,19,Southwest,18,23,100
C1279,Private,Bachelor's degree,,,609,13374,5,Southwest,,,98
C1280,Public,Doctoral degree,,77,14035,8076,13,Southwest,18,23,81
C1281,Public,Doctoral degree,,48,7431,5409,21,Southwest,16,20,99
C1282,Private,Master's degree,,41,2729,23590,34,Southwest,22,30,99
C1283,Private,Master's degree,,95,2002,16870,30,Southwest,19,24,99
C1284,Private,Doctoral degree,,85,3492,22950,28,Southwest,21,27,96
C1285,Private,Master's degree,,59,1216,22045,25,Southwest,18,24,99
C1286,Public,Master's degree,,72,5870,5648,17,Southwest,19,23,90
C1287,Public,Doctoral degree,,60,38315,7989,25,Southwest,21,26,89
C1288,Private,Doctoral degree,,66,2927,22756,19,Southwest,14,21,97
C1289,Public,Doctoral degree,,62,20053,5034,16,Southwest,18,21,90
C1290,Public,Doctoral degree,,,12285,5352,9,Southwest,,,89
C1291,Private,Bachelor's degree,,99,243,12350,1,Southwest,13,18,71
C1292,Public,Doctoral degree,,42,8283,6132,11,Southwest,15,20,97
C1293,Private,Doctoral degree,,17,6628,35551,79,Southwest,31,34,75
C1294,Private,Master's degree,,79,4861,28700,51,Southwest,22,26,90
C1295,Private,Doctoral degree,,77,3525,25300,27,Southwest,23,28,92
C1296,Public,Doctoral degree,,65,19210,5972,28,Southwest,19,23,87
C1297,Private,Master's degree,,93,1136,20355,35,Southwest,19,24,100
C1298,Private,Doctoral degree,,58,3868,23426,33,Southwest,21,24,98
C1299,Private,Doctoral degree,,51,10929,39430,67,Southwest,27,31,76
C1300,Private,Master's degree,,35,2012,15730,14,Southwest,,,99
C1301,Private,Bachelor's degree,,52,1535,33440,65,Southwest,22,29,100
C1302,Public,Doctoral degree,,57,12772,7344,23,Southwest,19,24,86
C1303,Public,Doctoral degree,,75,35546,7264,30,Southwest,21,25,75
C1304,Private,Master's degree,,54,808,17080,22,Southwest,17,22,100
C1305,Private,Bachelor's degree,,,172,6910,,Southwest,,,99
C1306,Public,Master's degree,,52,2842,4764,14,Southwest,15,21,94
C1307,Public,Doctoral degree,,57,13307,5281,22,Southwest,19,23,86
C1308,Public,Doctoral degree,,88,12229,6640,18,Southwest,16,21,95
C1309,Public,Doctoral degree,,,,,,Southwest,,,
C1310,Public,Doctoral degree,,69,55697,8421,49,Southwest,23,29,79
C1311,Public,Doctoral degree,,60,33329,8878,17,Southwest,20,26,79
C1312,Public,Doctoral degree,,40,52059,9794,51,Southwest,25,31,63
C1313,Public,Doctoral degree,,59,21193,10276,46,Southwest,25,31,84
C1314,Public,Doctoral degree,,100,23003,7065,12,Southwest,17,22,86
C1315,Public,Doctoral degree,,82,7476,6592,27,Southwest,21,25,83
C1316,Private,Doctoral degree,,47,9925,32490,59,Southwest,25,29,75
C1317,Private,Bachelor's degree,,,971,9682,4,Southwest,,,95
C1318,Private,Master's degree,,51,1341,23930,31,Southwest,20,25,100
C1319,Public,Master's degree,,84,5131,5124,13,Southwest,19,23,92
C1320,Public,Doctoral degree,,73,28623,7042,10,Southwest,20,25,84
C1321,Public,Doctoral degree,,45,8703,7442,6,Southwest,15,19,95
C1322,Public,Doctoral degree,,66,33111,7380,33,Southwest,22,27,75
C1323,Private,Doctoral degree,,30,2397,19760,15,Southwest,19,22,98
C1324,Public,Doctoral degree,,86,15058,5429,22,Southwest,17,23,93
C1325,Private,Master's degree,,64,2358,31356,72,Southwest,26,31,94
C1326,Private,Master's degree,,99,6222,11320,21,Southwest,17,23,96
C1327,Public,Doctoral degree,,74,8377,6008,25,Southwest,19,24,90
C1328,Private,Bachelor's degree,,,1392,11050,7,Southwest,,,100
C1329,Private,Doctoral degree,,49,31123,4560,31,Rocky Mountains,26,31,67
C1330,Private,Bachelor's degree,,36,2882,4450,28,Far West,21,26,78
C1331,Public,Bachelor's degree,,,8350,3888,8,Rocky Mountains,,,87
C1332,Public,Master's degree,,57,7745,5198,22,Rocky Mountains,20,26,88
C1333,Private,Bachelor's degree,,,320,14100,100,Rocky Mountains,,,96
C1334,Private,Bachelor's degree,,,351,15858,34,Rocky Mountains,,,100
C1335,Public,Doctoral degree,,97,27812,5560,25,Rocky Mountains,20,27,81
C1336,Public,Master's degree,,,30564,4584,7,Rocky Mountains,,,74
C1337,Public,Doctoral degree,,82,32077,6762,24,Rocky Mountains,21,27,64
C1338,Public,Master's degree,,,25155,4548,14,Rocky Mountains,,,82
C1339,Private,Master's degree,,75,3108,27182,43,Rocky Mountains,22,28,96
C1340,Private,Master's degree,,65,738,42800,58,New England,,,95
C1341,Private,Master's degree,,83,243,22545,0,New England,,,86
C1342,Public,Master's degree,,92,2175,9468,34,New England,17,23,90
C1343,Private,Master's degree,,71,3305,28400,50,New England,22,28,93
C1344,Private,Master's degree,,100,592,13670,29,New England,,,57
C1345,Private,Master's degree,,76,840,29316,31,New England,,,98
C1346,Public,Master's degree,,97,1692,9468,17,New England,15,23,92
C1347,Public,Master's degree,,99,1519,9468,18,New England,18,21,96
C1348,Private,Master's degree,,76,260,36560,50,New England,,,98
C1349,Private,Doctoral degree,,17,2495,42428,87,New England,31,33,45
C1350,Private,Master's degree,,63,3417,30194,51,New England,21,26,100
C1351,Private,Master's degree,,75,2378,36240,69,New England,23,28,99
C1352,Private,Master's degree,,,443,,,New England,,,
C1353,Private,Master's degree,,68,271,19465,13,New England,16,18,96
C1354,Private,Bachelor's degree,,99,480,20450,28,New England,16,20,99
C1355,Private,Bachelor's degree,,94,116,27552,28,New England,,,100
C1356,Public,Bachelor's degree,,83,1543,12084,29,New England,16,21,94
C1357,Public,Doctoral degree,,78,12723,14784,65,New England,24,29,94
C1358,Private,Master's degree,,63,906,24480,18,Southeast,17,22,100
C1359,Private,Master's degree,,57,842,19980,38,Southeast,16,21,100
C1360,Private,Bachelor's degree,,55,1848,26750,52,Southeast,20,25,100
C1361,Public,Doctoral degree,,33,8376,13132,83,Southeast,28,32,53
C1362,Private,Doctoral degree,,85,5693,12340,21,Southeast,19,25,100
C1363,Public,Master's degree,,59,5232,10084,50,Southeast,23,28,75
C1364,Private,Master's degree,,66,959,27040,33,Southeast,18,25,100
C1365,Private,Master's degree,,65,1640,26400,50,Southeast,18,25,99
C1366,Private,Bachelor's degree,,74,1512,26375,20,Southeast,14,20,100
C1367,Public,Doctoral degree,,62,33917,9266,43,Southeast,24,28,66
C1368,Private,Bachelor's degree,,55,1070,33874,60,Southeast,22,27,100
C1369,Private,Doctoral degree,,36,4622,18798,50,Southeast,18,23,90
C1370,Private,Master's degree,,69,750,30795,56,Southeast,21,27,100
C1371,Public,Doctoral degree,,64,20181,8448,65,Southeast,23,27,60
C1372,Private,Doctoral degree,,22,77338,19154,27,Southeast,19,26,95
C1373,Public,Master's degree,,81,4960,10530,42,Southeast,19,23,69
C1374,Private,Doctoral degree,,64,2713,30805,46,Southeast,19,24,100
C1375,Private,Master's degree,,88,1711,26960,39,Southeast,18,25,100
C1376,Public,Master's degree,,81,4831,8926,66,Southeast,22,26,68
C1377,Private,Doctoral degree,,83,3486,23972,44,Southeast,20,24,95
C1378,Public,Doctoral degree,,65,6728,6700,21,Southeast,16,20,97
C1379,Public,Doctoral degree,,77,24828,7890,23,Southeast,18,23,82
C1380,Public,Doctoral degree,,78,9928,8320,41,Southeast,18,22,75
C1381,Private,Bachelor's degree,,64,1315,32265,57,Southeast,21,26,100
C1382,Private,Master's degree,,83,682,30376,46,Southeast,21,28,100
C1383,Private,Doctoral degree,,31,4140,43170,82,Southeast,28,31,63
C1384,Private,Bachelor's degree,,73,2029,32900,58,Southeast,21,26,100
C1385,Private,Doctoral degree,,85,4003,27940,34,Southeast,19,26,100
C1386,Private,Bachelor's degree,,100,662,18300,28,Southeast,17,26,100
C1387,Private,Master's degree,,84,710,31095,54,Southeast,21,27,100
C1388,Public,Bachelor's degree,,74,2291,7721,24,Southeast,17,22,93
C1389,Private,Bachelor's degree,,96,378,24642,32,Southeast,18,22,90
C1390,Public,Doctoral degree,,70,31205,10509,61,Southeast,,,73
C1391,Public,Doctoral degree,,69,30974,9517,30,Southeast,21,26,79
C1392,Public,Doctoral degree,,30,23464,11786,86,Southeast,29,33,54
C1393,Public,Bachelor's degree,,47,1675,13184,59,Southeast,22,27,82
C1394,Public,Doctoral degree,,95,5763,7090,25,Southeast,15,18,92
C1395,Private,Doctoral degree,,58,1749,14630,22,Southeast,13,17,99
C1396,Private,Bachelor's degree,,93,1459,29680,37,Southeast,18,24,98
C1397,Private,Doctoral degree,,18,2277,41927,86,Southeast,30,33,63
C1398,Public,Master's degree,,82,11287,7827,43,Far West,18,23,85
C1399,Private,Doctoral degree,,,2368,15280,0,Far West,,,64
C1400,Public,Doctoral degree,,80,12791,7240,19,Far West,18,23,88
C1401,Public,Master's degree,,97,4398,7486,43,Far West,20,27,85
C1402,Private,Doctoral degree,,67,7605,32222,71,Far West,25,29,99
C1403,Private,Master's degree,,,1128,15550,3,Far West,,,100
C1404,Private,Bachelor's degree,,96,194,22260,79,Far West,,,100
C1405,Private,Doctoral degree,,97,1733,23400,37,Far West,19,28,99
C1406,Private,Master's degree,,77,3462,30950,55,Far West,22,28,99
C1407,Private,Doctoral degree,,85,2812,38720,68,Far West,25,30,97
C1408,Private,Master's degree,,88,1787,27897,35,Far West,19,25,95
C1409,Private,Doctoral degree,,72,4270,30339,54,Far West,23,28,97
C1410,Private,Doctoral degree,,73,7422,32700,59,Far West,24,29,96
C1411,Private,Master's degree,,93,1917,23898,17,Far West,20,27,100
C1412,Public,Doctoral degree,,82,27642,10799,40,Far West,19,25,79
C1413,Public,Doctoral degree,,55,43762,10574,57,Far West,25,30,55
C1414,Public,Master's degree,,84,14950,7756,38,Far West,22,28,73
C1415,Private,Bachelor's degree,,57,1541,40496,80,Far West,28,32,91
C1416,Private,Master's degree,,65,2569,32144,65,Far West,,,98
C1417,Private,Master's degree,,43,1117,22740,35,Southeast,19,24,100
C1418,Private,Master's degree,,49,726,23854,39,Southeast,17,24,100
C1419,Public,Bachelor's degree,,43,1747,4908,6,Southeast,17,21,95
C1420,Private,Doctoral degree,,69,1935,25181,35,Southeast,19,24,100
C1421,Public,Master's degree,,46,2767,5446,19,Southeast,18,24,98
C1422,Private,Bachelor's degree,,57,874,22320,22,Southeast,17,23,100
C1423,Public,Master's degree,,66,4232,5326,14,Southeast,18,23,93
C1424,Public,Bachelor's degree,,74,1850,5352,13,Southeast,16,21,96
C1425,Public,Doctoral degree,,79,13407,5648,23,Southeast,20,24,94
C1426,Private,Master's degree,,36,451,18050,22,Southeast,19,23,99
C1427,Public,Bachelor's degree,,,3461,2268,7,Southeast,,,35
C1428,Public,Master's degree,,81,4221,5554,18,Southeast,19,24,91
C1429,Public,Master's degree,,45,2677,4918,4,Southeast,18,22,87
C1430,Public,Master's degree,,71,2776,5266,22,Southeast,18,24,97
C1431,Public,Bachelor's degree,,51,1222,5344,4,Southeast,18,24,96
C1432,Private,Master's degree,,77,1469,24964,43,Southeast,20,25,100
C1433,Public,Doctoral degree,,85,29466,5674,34,Southeast,21,26,89
C1434,Private,Doctoral degree,,69,1619,25640,42,Southeast,20,24,100
C1435,Private,Master's degree,,79,2536,21069,11,Great Lakes,17,23,100
C1436,Private,Bachelor's degree,,68,1306,36674,70,Great Lakes,24,30,96
C1437,Private,Doctoral degree,,84,4407,23330,29,Great Lakes,20,24,100
C1438,Private,Doctoral degree,,81,3534,25248,42,Great Lakes,21,26,100
C1439,Private,Master's degree,,70,2988,31300,54,Great Lakes,21,27,100
C1440,Private,Doctoral degree,,70,7943,23260,34,Great Lakes,20,25,99
C1441,Private,Doctoral degree,,77,2894,22850,32,Great Lakes,20,25,100
C1442,Private,Master's degree,,66,3806,20230,36,Great Lakes,19,24,99
C1443,Private,Bachelor's degree,,73,1553,38481,69,Great Lakes,,,99
C1444,Private,Master's degree,,71,1035,12260,28,Great Lakes,20,26,81
C1445,Private,Doctoral degree,,76,2188,22440,30,Great Lakes,18,22,100
C1446,Private,Doctoral degree,,57,11782,31822,57,Great Lakes,25,29,100
C1447,Private,Master's degree,,68,2658,30990,39,Great Lakes,25,30,97
C1448,Private,Doctoral degree,,54,1481,23000,21,Great Lakes,17,23,100
C1449,Private,Doctoral degree,,,327,12880,35,Great Lakes,,,100
C1450,Private,Bachelor's degree,,59,552,26566,52,Great Lakes,21,27,100
C1451,Private,Bachelor's degree,,75,904,28689,60,Great Lakes,21,28,100
C1452,Private,Master's degree,,82,2222,29395,69,Great Lakes,22,27,99
C1453,Private,Master's degree,,60,679,21820,24,Great Lakes,17,23,100
C1454,Private,Doctoral degree,,71,2762,21870,31,Great Lakes,21,26,99
C1455,Public,Master's degree,,85,12027,7195,28,Great Lakes,20,24,80
C1456,Public,Doctoral degree,,76,10923,8019,26,Great Lakes,22,26,82
C1457,Public,Master's degree,,85,6668,7282,20,Great Lakes,21,25,89
C1458,Public,Doctoral degree,,72,10520,8329,35,Great Lakes,23,26,81
C1459,Private,Master's degree,,64,1178,22830,45,Great Lakes,21,27,100
C1460,Public,Doctoral degree,,81,13900,6995,17,Great Lakes,20,24,83
C1461,Public,Master's degree,,75,4578,6930,9,Great Lakes,19,23,83
C1462,Public,Master's degree,,89,9313,8542,21,Great Lakes,20,24,87
C1463,Public,Master's degree,,89,2661,7536,14,Great Lakes,19,24,88
C1464,Public,Doctoral degree,,68,42677,9665,55,Great Lakes,26,30,64
C1465,Public,Doctoral degree,,86,27416,8675,13,Great Lakes,20,24,81
C1466,Public,Master's degree,,96,8712,7113,19,Great Lakes,20,25,86
C1467,Public,Master's degree,,87,6160,7277,23,Great Lakes,20,24,84
C1468,Public,Doctoral degree,,83,9661,7146,22,Great Lakes,21,25,84
C1469,Public,Doctoral degree,,96,12778,4125,24,Rocky Mountains,22,27,92
C1470,Private,Doctoral degree,,6,18346,41564,76,Far West,31,34,66
C1471,Public,Doctoral degree,,60,39794,9478,42,Great Lakes,24,30,66
C1472,Private,Bachelor's degree,,,633,13200,,Southeast,,,96
C1473,Private,Master's degree,,82,419,43655,45,Southwest,,,86
C1474,Private,Master's degree,,,986,,,Far West,,,
C1475,Private,Doctoral degree,,,375,,,Far West,,,
C1476,Private,Doctoral degree,,,725,,,New England,,,
C1477,Private,Doctoral degree,,79,884,19305,,Far West,,,69
C1478,Private,Master's degree,,,310,,,Great Lakes,,,
C1479,Private,Master's degree,,,2942,14830,14,Southwest,,,99
C1480,Private,Doctoral degree,,100,7746,,,Far West,,,
C1481,Public,Bachelor's degree,,61,793,6060,57,Southeast,27,30,100
C1482,Private,Doctoral degree,,,322,,,Plains,,,
C1483,Public,Bachelor's degree,,,5678,13590,27,Mid East,,,88
C1484,Public,Master's degree,,63,11300,6596,13,Far West,18,23,73
C1485,Private,Master's degree,,83,2078,11780,0,Southeast,,,99
C1486,Private,Bachelor's degree,,76,495,16140,64,Far West,,,98
C1487,Public,Master's degree,,76,4604,10241,43,Far West,19,23,69
C1488,Public,Doctoral degree,,85,4295,10343,30,Far West,17,23,83
C1489,Private,Bachelor's degree,,,1039,7560,0,Great Lakes,,,95
C1490,Private,Bachelor's degree,,65,190,29050,83,Southeast,,,59
C1491,Private,Master's degree,,91,1252,14320,58,Southeast,,,92
C1492,Private,Master's degree,,43,412,27226,78,Far West,25,29,100
C1493,Private,Bachelor's degree,,,3105,7560,0,Great Lakes,,,96
C1494,Private,Bachelor's degree,,,4383,7560,0,Great Lakes,,,93
C1495,Private,Bachelor's degree,,,1549,7560,0,Great Lakes,,,94
C1496,Private,Bachelor's degree,,,444,13200,,Southeast,,,100
C1497,Public,Master's degree,,44,5732,5963,12,Far West,18,24,78
C1498,Private,Bachelor's degree,,,2257,7560,5,Great Lakes,,,97
C1499,Private,Doctoral degree,,,5270,10080,0,Great Lakes,,,100
C1500,Private,Bachelor's degree,,65,1952,25407,31,Southeast,,,98
C1501,Private,Master's degree,,30,541,9120,0,Great Lakes,,,100
C1502,Private,Master's degree,,,341,,,Great Lakes,,,
C1503,Private,Master's degree,,,46733,5870,21,Rocky Mountains,,,100
C1504,Public,Doctoral degree,,66,14077,5532,22,Southeast,20,24,81
C1505,Private,Bachelor's degree,,98,1662,10700,13,Great Lakes,,,99
C1506,Private,Bachelor's degree,,,283,13200,,Southeast,,,100
C1507,Private,Master's degree,,,2541,15790,63,Rocky Mountains,,,96
C1508,Private,Master's degree,,78,1529,25407,48,Rocky Mountains,,,99
C1509,Private,Master's degree,,,114,,,New England,,,
C1510,Public,Master's degree,,61,883,5706,33,Far West,16,21,
C1511,Public,Bachelor's degree,,50,3377,4006,3,Far West,,,89
C1512,Public,Master's degree,,64,5140,6316,21,Far West,17,23,70
C1513,Private,Bachelor's degree,,,3800,7560,,Great Lakes,,,94
C1514,Private,Bachelor's degree,,,478,,,Southeast,,,
C1515,Private,Master's degree,,,4555,,,Plains,,,
C1516,Private,Bachelor's degree,,60,2325,25407,41,Southeast,,,100
C1517,Private,Doctoral degree,,60,988,20090,55,Southeast,20,26,100
C1518,Private,Master's degree,,,344,22500,24,Mid East,,,98
C1519,Private,Bachelor's degree,,,140,15790,23,Rocky Mountains,,,91
C1520,Private,Master's degree,,,410,,,Mid East,,,
C1521,Public,Bachelor's degree,,,9719,5290,5,Southeast,,,83
C1522,Private,Master's degree,,,1653,,0,Plains,,,50
C1523,Private,Master's degree,,,1118,8100,10,Southeast,,,100
C1524,Private,Bachelor's degree,,,322,15790,25,Rocky Mountains,,,96
C1525,Private,Bachelor's degree,,,328,,,Great Lakes,,,
C1526,Public,Master's degree,,44,4660,5200,22,Southeast,21,25,98
C1527,Private,Doctoral degree,,,362,8540,33,Far West,,,87
C1528,Private,Master's degree,,,1221,,,Southeast,,,
C1529,Private,Master's degree,,,215,,,Mid East,,,
C1530,Public,Master's degree,,35,1877,,,Southeast,22,25,
C1531,Private,Bachelor's degree,,71,516,29240,57,Mid East,24,28,100
C1532,Private,Master's degree,,,458,,,Plains,,,
C1533,Private,Bachelor's degree,,53,66,21444,46,Far West,,,100
C1534,Private,Master's degree,,,125,10920,,Southeast,,,100
